User,Date,Text,Compound,Positive,Neutral,Negative,Tweets Ago
The New York Times,Thu Jun 14 00:47:02 +0000 2018,A former Penn State fraternity member was the first to plead guilty to charges related to the hazing death of Timot… https://t.co/O7VEradUNG,-0.8316,0.0,0.328,0.672,12
The New York Times,Thu Jun 14 00:32:02 +0000 2018,"Michael Cohen, President Trump’s longtime personal fixer, will soon be parting from the lawyers representing him in… https://t.co/3snsbZWdQu",0.0,0.0,0.0,1.0,13
The New York Times,Thu Jun 14 00:17:28 +0000 2018,"RT @andrewkeh: I wrote about the much ridiculed World Cup stadium in Yekaterinburg, the one with 12,000 temporary seats literally outside t…",-0.3612,0.0,0.111,0.889,14
The New York Times,Thu Jun 14 00:02:10 +0000 2018,"2 decades ago, a renowned professor promised to produce a flawless version of one of the 20th century’s most celebr… https://t.co/aKpTTt7Q3q",0.7003,0.266,0.0,0.734,15
The New York Times,Wed Jun 13 23:47:04 +0000 2018,"RT @NYTStyles: Thanks, Dad. https://t.co/X2l55eJsdd",0.4404,0.42,0.0,0.58,16
The New York Times,Wed Jun 13 23:32:42 +0000 2018,"“We asked ourselves, ‘What would Bob do?’ Using his voice to help put people to sleep? Well, he would love that.” https://t.co/McXH9U67SL",0.8541,0.33,0.0,0.67,17
The New York Times,Wed Jun 13 23:17:04 +0000 2018,Evening Briefing: Here's what you need to know at the end of the day https://t.co/FwQt4UUGeh,0.0,0.0,0.0,1.0,18
The New York Times,Wed Jun 13 23:02:02 +0000 2018,"After the revelations last month, Archie Parnell's campaign manager quit, and the state Democratic Party urged him… https://t.co/bJavZlbDTH",0.4019,0.137,0.0,0.863,19
The New York Times,Wed Jun 13 22:47:02 +0000 2018,They used to be alarmed by Donald Trump. Now key Persian Gulf rulers love him. Leaked emails show how a billionaire… https://t.co/kAAzyiFojj,0.128,0.156,0.175,0.669,20
The New York Times,Wed Jun 13 22:32:07 +0000 2018,The Taxi of Tomorrow was supposed to become the standard cab in New York City. Now the city has abandoned that idea. https://t.co/BDuhN4f93i,-0.4588,0.0,0.12,0.88,21
The New York Times,Wed Jun 13 22:17:07 +0000 2018,"RT @nytopinion: When you answer name-calling with name-calling, you don’t resist President Trump, writes @frankbruni. You reward him. And y…",0.5719,0.163,0.0,0.837,22
The New York Times,Wed Jun 13 22:02:03 +0000 2018,Coal keeps getting edged out by cheaper and cleaner alternatives https://t.co/nQ2VKwxTOo,0.1779,0.145,0.0,0.855,23
The New York Times,Wed Jun 13 21:47:03 +0000 2018,"Did you know David Lynch once worked on a video with Michael Jackson? Read the excerpt from his biography, ""Room to… https://t.co/KRgSSIqnWz",0.0,0.0,0.0,1.0,24
The New York Times,Wed Jun 13 21:32:03 +0000 2018,Betsy DeVos disregarded a scathing report by her own staff when she reinstated an accrediting group tied to the col… https://t.co/U8Lftve4CK,-0.3818,0.0,0.12,0.88,25
The New York Times,Wed Jun 13 21:23:07 +0000 2018,RT @nytimesbusiness: Police have been hacking into iPhones to aid their investigations. Now Apple plans to stop the practice by closing a l…,-0.296,0.0,0.095,0.905,26
The New York Times,Wed Jun 13 21:12:13 +0000 2018,Breaking News: Apple said it was closing a loophole in iPhones that law enforcement agencies used to access locked… https://t.co/tEnUL4xS3n,0.0,0.0,0.0,1.0,27
The New York Times,Wed Jun 13 21:03:05 +0000 2018,"In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable except… https://t.co/VgSel1TRxs",0.5267,0.211,0.085,0.704,28
The New York Times,Wed Jun 13 20:48:09 +0000 2018,"“It’s weird to be moving into this building. I used to work here.” In the age of Amazon and dead malls, a vacant Ma… https://t.co/QIqrHK9XV9",-0.6486,0.061,0.217,0.722,29
The New York Times,Wed Jun 13 20:33:05 +0000 2018,"Carey Mulligan was struck with panic attacks during rehearsals for her new play. “I would get two pages in, my thro… https://t.co/zROjdxcUfR",-0.7003,0.084,0.287,0.629,30
The New York Times,Wed Jun 13 20:18:06 +0000 2018,"""Even when a Hollywood franchise is retooled around women, it still revolves around men — the story lines they wrot… https://t.co/o2JpgZ9hBH",0.0,0.0,0.0,1.0,31
The New York Times,Wed Jun 13 20:08:10 +0000 2018,"Comcast offered $65 billion in cash for most of 21st Century Fox, setting the stage for a bidding war with Disney https://t.co/N0uHWBCkO7",-0.5994,0.0,0.163,0.837,32
The New York Times,Wed Jun 13 20:03:02 +0000 2018,"For Canadians, the prestige of being a men’s  World Cup host for the first time appeared to supersede a festering t… https://t.co/E5YaAQxMcT",0.0,0.0,0.0,1.0,33
The New York Times,Wed Jun 13 19:53:03 +0000 2018,RT @nytvideo: Here's how Michael Cohen came to be known as the president's fixer. He'll soon be parting from the lawyers representing him i…,0.0,0.0,0.0,1.0,34
The New York Times,Wed Jun 13 19:43:05 +0000 2018,"Almost a year after the Grenfell Tower fire, survivors and the bereaved are still steeped in trauma https://t.co/9V93eURam0",-0.8074,0.0,0.372,0.628,35
The New York Times,Wed Jun 13 19:33:03 +0000 2018,"RT @nytimesbusiness: The Fed just raised interest rates and signaled that more increases are coming this year. Here's why, and what it all…",0.4588,0.12,0.0,0.88,36
The New York Times,Wed Jun 13 19:23:01 +0000 2018,Twitter is having a moment. Its stock is up. But can it keep going? https://t.co/kJx2GsEBN3,0.0,0.0,0.0,1.0,37
The New York Times,Wed Jun 13 19:22:26 +0000 2018,RT @deborah_solomon: The White House and Congress are in a throw-down over ZTE. https://t.co/IHGJKF1vJJ,0.0,0.0,0.0,1.0,38
The New York Times,Wed Jun 13 19:13:03 +0000 2018,Say hi to Thora the narwhal https://t.co/K4PKnlMVQr,0.0,0.0,0.0,1.0,39
The New York Times,Wed Jun 13 19:03:08 +0000 2018,A former police chief  who wanted to appear to be a successful crime fighter instructed officers to arrest a 16-yea… https://t.co/0CDtA5pe9g,-0.128,0.213,0.233,0.553,40
The New York Times,Wed Jun 13 18:53:03 +0000 2018,"RT @nytimesmusic: Christina Aguilera's new album ""Liberation"" is a critic's pick. Read @JonPareles's review: https://t.co/yNNSdM1YIs",0.0,0.0,0.0,1.0,41
The New York Times,Wed Jun 13 18:43:03 +0000 2018,RT @nytimesworld: An unexpected move to suspend military drills with South Korea heightens the fears of U.S. allies in Asia about a lack of…,-0.7506,0.0,0.27,0.73,42
The New York Times,Wed Jun 13 18:33:05 +0000 2018,What happens to a rural town when it loses its only school? Communities across America are finding out. https://t.co/11Kt7yDcEf,-0.3182,0.0,0.119,0.881,43
The New York Times,Wed Jun 13 18:23:01 +0000 2018,"Many Iranians could come to only one conclusion: We should talk, too  https://t.co/zZadcSP2vj",0.0,0.0,0.0,1.0,44
The New York Times,Wed Jun 13 18:13:04 +0000 2018,Secretary of State Mike Pompeo said that he expected “major disarmament” in North Korea within 2 and a half years https://t.co/5ZLP5jqA3A,0.0,0.0,0.0,1.0,45
The New York Times,Wed Jun 13 18:10:45 +0000 2018,"Breaking News: The Fed raised rates and signaled it would raise them 2 more times this year, a shift driven by its… https://t.co/R68jbZipgJ",0.0,0.0,0.0,1.0,46
The New York Times,Wed Jun 13 18:03:05 +0000 2018,"Chances are that when you bought a Wi-Fi router, you probably did not prioritize strong network security. It's time… https://t.co/Ksqbw5mgJx",0.1275,0.183,0.118,0.699,47
The New York Times,Wed Jun 13 17:53:05 +0000 2018,Whether either of the two immigration bills can pass is very much in doubt https://t.co/iPKHwMzuDj,-0.4144,0.0,0.165,0.835,48
The New York Times,Wed Jun 13 17:48:09 +0000 2018,"RT @nytfood: Gabrielle Hamilton and her wife, Ashley Merriman, plan to partner with Ken Friedman, who is accused of sexual harassment, to r…",-0.6908,0.0,0.213,0.787,49
The New York Times,Wed Jun 13 17:43:02 +0000 2018,"Antarctica is melting faster. The rate at which it is losing ice has more than doubled since 2012, according to the… https://t.co/qyYlCPuo4i",-0.3818,0.0,0.11,0.89,50
The New York Times,Wed Jun 13 17:23:02 +0000 2018,President Trump wants to bail out coal and nuclear power. Here's why that will be a challenge. https://t.co/7Obwp6Ns9B,0.0772,0.075,0.0,0.925,51
The New York Times,Wed Jun 13 17:13:06 +0000 2018,"He has braved New Delhi’s hot temperatures, a bad knee and evil spirits to wake up his neighbors during Ramadan. No… https://t.co/GDrADosiVC",-0.7184,0.101,0.274,0.625,52
The New York Times,Wed Jun 13 17:03:06 +0000 2018,"""A lot of black voters recognize their worth right now. We will not just be given whatever an elected official thin… https://t.co/Y5lmCve8oY",0.2263,0.083,0.0,0.917,53
The New York Times,Wed Jun 13 16:53:06 +0000 2018,Fact Check: A look at Corey Stewart’s history with courting the far right    https://t.co/LGrc0QagD2,0.0,0.0,0.0,1.0,54
The New York Times,Wed Jun 13 16:43:07 +0000 2018,She used to work at the Macy's at the mall. Now she lives in it. https://t.co/pTmTmqfzS9,0.0,0.0,0.0,1.0,55
The New York Times,Wed Jun 13 16:33:07 +0000 2018,"RT @NYTObits: As a top editor at @MADMagazine, Nick Meglin was the chief barometer of whether the satirical publication's humor had gone to…",0.4404,0.163,0.0,0.837,56
The New York Times,Wed Jun 13 16:23:04 +0000 2018,RT @nytopinion: Trump made a fake movie trailer to deal with a real nuclear threat. Here is our spoof: https://t.co/4ELoWpg4ar,-0.7579,0.0,0.289,0.711,57
The New York Times,Wed Jun 13 16:13:04 +0000 2018,"RT @amandahess: Hollywood's gender-flipped reboots require women to relive men’s stories, and fix them too — to neutralize their sexism and…",0.0,0.0,0.0,1.0,58
The New York Times,Wed Jun 13 16:03:03 +0000 2018,A raccoon climbed to the top of a 25-story office tower in St. Paul. An anxious world watched. https://t.co/Zx0hAliAne,-0.0516,0.096,0.106,0.798,59
The New York Times,Wed Jun 13 15:53:07 +0000 2018,"Michael Cohen, President Trump’s longtime personal fixer, will soon be parting from the lawyers representing him in… https://t.co/LU57Sc9Ieo",0.0,0.0,0.0,1.0,60
The New York Times,Wed Jun 13 15:45:01 +0000 2018,"RT @migold: ""Ain't about how fast I get there,
ain't about what's waiting on the other side,
it's the climb""

— This raccoon, probably.
htt…",0.0,0.0,0.0,1.0,61
The New York Times,Wed Jun 13 15:43:04 +0000 2018,"""Trump, like a lot of businessmen, doesn’t pay much attention to Canada, or Europe, or Japan"" https://t.co/ku9uze1MuN",0.2732,0.14,0.078,0.782,62
The New York Times,Wed Jun 13 15:33:03 +0000 2018,"RT @juliebosman: This spring, I spent time reporting in Arena, Wis., a village where the biggest controversy was not over something Preside…",0.0,0.0,0.0,1.0,63
The New York Times,Wed Jun 13 15:23:01 +0000 2018,"Three months after ""Punish a Muslim Day"" letters prompted fear and anger across Britain, the police have made an ar… https://t.co/gXIJRpwg2D",-0.8834,0.0,0.377,0.623,64
The New York Times,Wed Jun 13 15:13:04 +0000 2018,"She was raped and threatened with death. Now, with a decision by Jeff Sessions  she has lost hope of getting asylum. https://t.co/NFJZdoUSEI",-0.8979,0.089,0.422,0.489,65
The New York Times,Wed Jun 13 15:03:02 +0000 2018,"One of the oldest and mightiest trees in Africa collapsed in 2016. It wasn't an isolated event: Across Africa, the… https://t.co/4A2jbu9DNg",-0.0356,0.085,0.091,0.824,66
The New York Times,Wed Jun 13 14:53:01 +0000 2018,"Crystal Mason was sentenced to to 5 years in prison for voting illegally because she was a felon. Previously, an Io… https://t.co/9QohlhjPBO",-0.5267,0.0,0.196,0.804,67
The New York Times,Wed Jun 13 14:43:06 +0000 2018,The painter Bob Ross died in 1995. But his soothing voice is putting people to sleep in an app. https://t.co/8J3dSH4VWM,-0.3182,0.096,0.151,0.753,68
The New York Times,Wed Jun 13 14:33:05 +0000 2018,It's challenging to cut through the news coverage around gun rights and laws. What's fact? What's chatter? Take thi… https://t.co/aONGFc7n78,-0.504,0.068,0.207,0.725,69
The New York Times,Wed Jun 13 14:25:05 +0000 2018,"In much of the U.S., the stereotype that boys do better than girls at math isn’t true. But there’s a notable except… https://t.co/eZaUXBZwod",0.5267,0.211,0.085,0.704,70
The New York Times,Wed Jun 13 14:14:06 +0000 2018,RT @nytopinion: Donald Trump showed Kim Jong-un a trailer casting both leaders as heroes. The Times’s Opinion video team cut a more honest…,0.296,0.135,0.086,0.779,71
The New York Times,Wed Jun 13 14:00:18 +0000 2018,The disgraced organizer of the Fyre Festival is accused of running a ticket-selling scam while he was out on bail https://t.co/LJiAwHyiCN,-0.6908,0.114,0.317,0.569,72
The New York Times,Wed Jun 13 13:50:04 +0000 2018,"North Korea wasted no time spinning the results in its favor, claiming it had won major concessions from the United… https://t.co/gBp8Sqcttf",0.25,0.222,0.188,0.59,73
The New York Times,Wed Jun 13 13:40:05 +0000 2018,"RT @nytgraphics: USA, Canada and Mexico won the right to host the 2026 World Cup. Here's how each country in FIFA voted. https://t.co/NejVs…",0.5719,0.144,0.0,0.856,74
The New York Times,Wed Jun 13 13:30:04 +0000 2018,Stephen Colbert scoffed at how President Trump heaped praise on Kim Jong-un throughout their time in Singapore. Our… https://t.co/pDb4U6kQOx,0.5574,0.167,0.0,0.833,75
The New York Times,Wed Jun 13 13:16:03 +0000 2018,"""There is no longer a Nuclear Threat."" President Trump appeared to be taking a victory lap even as critics cautione… https://t.co/guPpkXm00N",-0.5267,0.0,0.206,0.794,76
The New York Times,Wed Jun 13 13:00:10 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/xRuqLo9bTB https://t.co/SEAVDpt96D,0.0,0.0,0.0,1.0,77
The New York Times,Wed Jun 13 12:49:06 +0000 2018,"Anthony Bourdain ""thought of himself as a guest, and was fascinated and genuinely in love with the idea of food as… https://t.co/CHM01eO11R",0.8074,0.278,0.0,0.722,78
The New York Times,Wed Jun 13 12:40:09 +0000 2018,"""Most likely, this patronizing act will give Kim a good laugh,"" said a Korean studies professor about the faux movi… https://t.co/DhIcUGX9gp",0.4404,0.139,0.0,0.861,79
The New York Times,Wed Jun 13 12:31:39 +0000 2018,Mark Sanford's political unraveling in South Carolina was a striking comedown that somehow seemed both impossible a… https://t.co/3kAUfQXTnc,-0.2023,0.0,0.101,0.899,80
The New York Times,Wed Jun 13 12:14:04 +0000 2018,"In Opinion

Op-Ed columnist @NickKristof writes, ""Kim seems to have completely out-negotiated Trump, and it's scary… https://t.co/hBhj7YmRNy",0.0,0.0,0.0,1.0,81
The New York Times,Wed Jun 13 12:00:10 +0000 2018,"Your daily @DealBook Briefing:
• The media M.&amp;A. floodgates are open.

• Tesla is cutting staff in a bid for profit… https://t.co/eSFJNaJZXr",-0.128,0.0,0.077,0.923,82
The New York Times,Wed Jun 13 11:44:02 +0000 2018,"Republican voters lashed out against traditional party leaders, ousting Representative Mark Sanford of South Caroli… https://t.co/VCkTfWVg1G",0.4019,0.153,0.0,0.847,83
The New York Times,Wed Jun 13 11:38:57 +0000 2018,We've deleted this earlier erroneous tweet to the article. It was the first time a joint bid from 3 countries was s… https://t.co/o2RLM6Eocd,-0.4215,0.0,0.123,0.877,84
The New York Times,Wed Jun 13 11:37:34 +0000 2018,"A combined bid from the United States, Mexico and Canada won the hosting rights for the 2026 World Cup https://t.co/Pr6LC6c6Wb",0.7579,0.277,0.0,0.723,85
The New York Times,Wed Jun 13 11:30:20 +0000 2018,"Spain, one of the favorites to win the World Cup, was thrown into chaos after the country's soccer federation fired… https://t.co/nOuFICDnWa",0.4404,0.233,0.131,0.636,86
The New York Times,Wed Jun 13 11:15:02 +0000 2018,President Trump and Kim Jong-un committed to complete denuclearization of the Korean Peninsula. Why is a seemingly… https://t.co/NnVkatCPD3,0.2732,0.116,0.0,0.884,87
The New York Times,Wed Jun 13 11:03:00 +0000 2018,"Of the 80 World Cup matches, 10 will be held in Canada, 10 in Mexico and 60 in the United States — including the fi… https://t.co/ygg4wn4PLI",0.4215,0.104,0.0,0.896,88
The New York Times,Wed Jun 13 11:00:04 +0000 2018,Democratic voters embraced the candidates favored by party leaders in Washington and the states https://t.co/Tz6fkzzTsq,0.6705,0.297,0.0,0.703,89
The New York Times,Wed Jun 13 10:46:04 +0000 2018,"The University of New Hampshire says it will start accepting scores from a Chinese university entrance exam, making… https://t.co/Rez1iBP8Hq",0.3818,0.133,0.0,0.867,90
The New York Times,Wed Jun 13 10:28:01 +0000 2018,"A Swedish prosecutor brought rape charges against Jean-Claude Arnault, the man at the center of a scandal that led… https://t.co/DxwB23lbrY",-0.8658,0.0,0.393,0.607,91
The New York Times,Wed Jun 13 10:20:46 +0000 2018,"RT @nytgraphics: Katie Arrington beat Mark Sanford in the Republican primary for South Carolina's 1st House District:
https://t.co/4iIPprVM…",0.0,0.0,0.0,1.0,92
The New York Times,Wed Jun 13 10:13:05 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/Ix3SitxwAV https://t.co/y1byu3KRdE,0.0,0.0,0.0,1.0,93
The New York Times,Wed Jun 13 09:45:07 +0000 2018,An FBI agent whose gun went off after he did a back handspring at a nightclub this month turned himself in on Tuesd… https://t.co/iYmrkUTNPN,-0.34,0.0,0.103,0.897,94
The New York Times,Wed Jun 13 09:30:07 +0000 2018,"""A new story. A new beginning. One of peace. Two men, two leaders, one destiny,"" said the narrator in a faux movie… https://t.co/sBisSFIxUR",0.5423,0.149,0.0,0.851,95
The New York Times,Wed Jun 13 09:16:04 +0000 2018,"In Venezuela, photographs of empty rooms tell the stories of those who left following the country’s political chaos… https://t.co/p06zVee9Jt",-0.2023,0.0,0.091,0.909,96
The New York Times,Wed Jun 13 09:02:33 +0000 2018,The Trump administration accused the University of Michigan of discouraging students from expressing their views https://t.co/oucXvlTWag,-0.6249,0.0,0.267,0.733,97
The New York Times,Wed Jun 13 08:46:10 +0000 2018,The U.S. has talked about building solar panel highways for years. China has now done it. https://t.co/SZAPxDdJUv,0.0,0.0,0.0,1.0,98
The New York Times,Wed Jun 13 08:30:04 +0000 2018,"Several days of intensive diplomacy failed to stave off the attack on Al Hudaydah, a city of 600,000 people and the… https://t.co/YLeXBysKth",-0.7506,0.0,0.252,0.748,99
The New York Times,Wed Jun 13 08:16:04 +0000 2018,"Across Africa, the oldest and largest baobabs have begun to fall and die, according to new research https://t.co/4OJzPAskgA",-0.5994,0.0,0.187,0.813,100
